id,picture,country,price,authority,date,org_fined,articleViolated,type,source,summary
200,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,27800000,Italian Data Protection Authority (Garante),2020-01-02,TIM - Telecom Provider,Art. 58(2) GDPR,Non-cooperation with Data Protection Authority,https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9256409,"<p>A huge fine of €27,8 million was issued to the Italian telecom company TIM. The Italian Data Protection Authority (Garante) revealed that TIM was fined due to numerous unlawful data processing activities related to marketing and advertising, which included unsolicited promotional calls and prize competitions in which data subjects were entered without consent.</p>
<p>One of the reasons for the large fine was the fact that the unlawful data processing activities involved several million individuals. One individual, for example, was called a total of 155 times in a month while TIM refused to add the affected individual on a no-call list even after several requests. The DPA determined that the company lacked control over the call centers and did not have adequate measures to add people to no-call lists.</p>
<p>TIM also did not provide accurate and detailed enough privacy policies and data processing policies, and as such consumers were not efficiently informed about the data collected and processed. The company&#8217;s management of data breaches was also not efficient according to Garante.</p>
<p>Besides the fine, Garante also imposed 20 corrective measures according to Art. 58(2) GDPR which prohibits TIM from processing marketing-related data of those individuals who have refused to receive promotional calls, individuals who asked to be blacklisted and individuals who are not clients of TIM.</p>
<p>The company was also forbidden from using customer data collected from the &#8220;My Tim&#8221;, &#8220;Tim Personal&#8221; and &#8220;Tim Smart Kid&#8221; apps.</p>
"
201,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,60000,Spanish Data Protection Authority (AEPD),2020-03-02,Xfera Moviles S.A.,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00227-2019.pdf,"<p>The Spanish Data Protection Authority revealed that Xfera Moviles S.A. has unlawfully processed data that included bank details, customer address as well as name of various individuals.</p>
"
202,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,75000,Spanish Data Protection Authority (AEPD),2020-03-02,"Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00270-2019.pdf,"<p>Vodafone España has signed a contract regarding the transfer of a phone subscription with a third party person without the account holder&#8217;s knowledge or permission. The account holder received an email from the third party regarding the purchase that was made in his name.</p>
"
203,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,60000,Spanish Data Protection Authority (AEPD),2020-03-02,"Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00405-2019.pdf,"<p>A customer complained that the company had processed their personal data without their consent because an email was sent to them on behalf of a company regarding the purchase of a service that was actually not bought by the respective individual. The personal details of the individuals were incorporated into Vodafone España&#8217;s systems without the consent of that individual. Initially, the fine was determined to be €100,000 but was reduced to €60,000.</p>
"
204,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,50000,Spanish Data Protection Authority (AEPD),2020-03-02,"Vodafone España, S.A.U.",Art. 5 GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00275-2019.pdf,"<p>Vodafone España sent invoices of a client that contained personal data such as name, ID card number, and address to their neighbor.</p>
"
205,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,20000,Spanish Data Protection Authority (AEPD),2020-03-02,Iberia Lineas Aereas,"Art. 5 GDPR, Art. 6 GDPR, Art. 21 GDPR",Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00402-2019.pdf,"<p>The company continued to send emails to individuals even after the affected individuals have requested to be removed from the company&#8217;s database or be added to a &#8220;no-contact&#8221; list.</p>
"
206,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,75000,Spanish Data Protection Authority (AEPD),2020-03-02,"Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00278-2019.pdf,"<p>A former customer of the company continued to receive invoice notices even after the contractual obligation between the two parties has ended. The company indicated a technical error for the issuing of the unsolicited notices.</p>
"
207,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,6670,Spanish Data Protection Authority (AEPD),2020-03-02,Banco Bilbao,"Art. 5 GDPR, Art. 6 GDPR, Art. 21 GDPR",Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00400-2019.pdf,"<p>The company has sent several advertising messages to a person, even after the affected person made it clear that they do not consent to their personal data to be processed.</p>
"
208,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,5000,Spanish Data Protection Authority (AEPD),2020-03-02,Queseria Artesenal Ameco S.L.,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00259-2019.pdf,"<p>The company was fined because it processed personal data without the consent of the affected parties.</p>
"
209,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,800,Spanish Data Protection Authority (AEPD),2020-03-02,Private person,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00292-2019.pdf,"<p>A private individual created a fake profile of a female colleague on an erotic website. The profile contained the affected person&#8217;s contact details and pictures as well as information of sexual nature. The affected person then received several phone calls from several people who were inquiring about the fake profile. The person who created the fake profile was found to have a personality disorder and as such the fine was reduced from €1,000 to €800.</p>
"
210,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,1500,Spanish Data Protection Authority (AEPD),2020-04-02,Cafetería Nagasaki,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00427-2018.pdf,"<p>According to the AEPD, Cafetería Nagasaki did not comply with its obligations under the GDPR because it installed surveillance cameras in such a way that it also monitored the public space outside of the restaurant which also captured pedestrians on the street.</p>
"
211,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3600,Spanish Data Protection Authority (AEPD),NA,"Zhang Bordeta 2006, S.L.","Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00397-2019.pdf,"<p>The store was fined because it installed video surveillance that also took images of the sidewalk in front of it and invaded pedestrians&#8217; privacy.</p>
"
212,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,10000,Italian Data Protection Authority (Garante),NA,Francavilla Fontana,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9261227,"<p>The local community of Francavilla Fontana published online the details of an ongoing court trial that included personal information such as health data of several individuals.</p>
"
213,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,51000,Data Protection Authority of Hamburg,2019-01-01,Facebook,Art. 37 GDPR,Failure to appoint a data protection officer,https://datenschutz-hamburg.de/assets/pdf/28._Taetigkeitsbericht_Datenschutz_2019_HmbBfDI.pdf,"<p>The German branch of Facebook was fined by €51,000 because it failed to appoint a data protection officer. Facebook argued that it did in fact appoint a data protection officer in Ireland who acted as a data protection officer for all the local European Facebook branches. The Data Protection Authority of Hamburg, however, argued that Facebook did not notify the German authority about this appointment, and as such, the fine is valid. The reason the fine was relatively small was that Facebook did, after all, appoint a DPO but failed to notify German authorities. The fine was given to Facebook Germany GmbH, which is the local German branch of the company.</p>
<p>The fine was issued sometimes in 2019 but was only made public by the Data Protection Authority of Hamburg in February 2020. The exact date of the fine was not revealed.</p>
"
214,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,48000,Spanish Data Protection Authority (AEPD),NA,Vodafone ONO,Art. 32 GDPR,Failure to implement sufficient measures to ensure information security,https://platform.dataguidance.com/sites/default/files/ps-00212-2019.pdf,"<p>The company was fined due to several deficiencies in information security. Two clients of the company had received the same security access key, allowing to view each others&#8217; personal details.</p>
"
215,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,120000,Spanish Data Protection Authority (AEPD),NA,Vodafone España,Art. 5 GDPR,Non-compliance with lawful basis for data processing,https://platform.dataguidance.com/sites/default/files/ps-00235-2019.pdf,"<p>The company was not able to prove that an individual had given them consent to access and process their personal data with the goal of opening a telephone contract. The AEPD further explained that the company unlawfully disclosed the affected person&#8217;s personal data to third party credit agencies.</p>
"
216,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,48000,Spanish Data Protection Authority (AEPD),NA,HM Hospitales,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://platform.dataguidance.com/sites/default/files/ps-00187-2019.pdf,"<p>An individual reported that at the time of their admission to the hospital they had to fill in a form that had a checkbox that indicated that if the checkbox is not ticked, the hospital can transfer the person&#8217;s private data to third parties. The data protection authority argued that this form was not in accordance with the GDPR because consent was to be obtained from the inactivity of the affected person.</p>
"
217,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,1500,Spanish Data Protection Authority (AEPD),NA,Mymoviles Europa 2000,Art. 13 GDPR,Insufficient fulfilment of information obligations,https://www.aepd.es/es/documento/ps-00423-2019.pdf,"<p>The Spanish Data Protection Authority determined that the company did not publish a privacy statement on its website and the short legal notice that was posted was not enough to properly identify the company and explain its data processing policies.</p>
"
218,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,2500,Spanish Data Protection Authority (AEPD),NA,Grupo Valsor Y Losan,Art. 5 (1) f) GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00298-2019.pdf,"<p>The company had disclosed the third party data of a client during a property purchase agreement.</p>
"
219,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3000,Spanish Data Protection Authority (AEPD),NA,Colegio Arenales Carabanchel,Art. 6 GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00466-2019.pdf,"<p>The Spanish Data Protection Authority explained that the school had transferred pictures of students to third parties who then posted those pictures online.</p>
"
220,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,50000,Spanish Data Protection Authority (AEPD),NA,Iberdrola Clientes,Art. 6 GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00181-2019.pdf,"<p>The electricity company Iberdrola Clientes closed a client&#8217;s contract without their consent and opened three new contracts on their name also without their consent. The company also transferred the client&#8217;s personal data to third-party entities without a legal basis.</p>
"
